id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description,enrolled_users
660,GAP,726,begginer,19,8.95,A GAP class,1 h 50 min,2022-10-20 06:30:00.530965,kyle_shea,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
661,Pilates,918,all levels,19,15.76,A Pilates class,0 h ,2022-09-13 03:00:00.530965,keith_garcia,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
662,Pilates,366,intermediate,12,16.93,A Pilates class,2 h ,2023-01-28 02:00:00.530965,lori_morales,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
663,Barre,860,advanced,12,15.9,A Barre class,2 h ,2022-11-25 02:30:00.530965,alan_barrera,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
664,Body Pump,428,advanced,12,15.8,A Body Pump class,0 h 25 min,2022-10-02 12:30:00.530965,joanna_bush,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
665,CrossFit,471,intermediate,40,13.83,A CrossFit class,1 h 5 min,2023-04-29 01:00:00.530965,tyler_young,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
666,HIIT,728,intermediate,3,16.29,A HIIT class,2 h ,2023-05-23 20:30:00.530965,miranda_armstrong,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
667,GAP,901,advanced,34,17.41,A GAP class,0 h 10 min,2022-10-13 20:30:00.530965,ashley_parker,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
668,Yoga,23,begginer,34,22.14,A Yoga class,0 h 30 min,2023-04-20 04:00:00.530965,patrick_roberts,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
669,Total Body Conditioning,51,intermediate,10,13.26,A Total Body Conditioning class,2 h ,2022-09-10 16:00:00.530965,emily_mendez,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
670,Aerobics,726,all levels,16,17.88,A Aerobics class,2 h ,2022-08-25 19:00:00.530965,kyle_shea,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
671,Body Combat,149,intermediate,36,16.2,A Body Combat class,0 h ,2022-08-08 21:30:00.530965,kimberly_mayo,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
672,Body Combat,825,begginer,4,15.03,A Body Combat class,1 h 40 min,2023-03-04 18:30:00.530965,kelly_adams_jr_,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
673,Aerobics,717,intermediate,11,23.56,A Aerobics class,1 h 35 min,2023-04-28 15:30:00.530965,stephanie_lynch,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
674,CrossFit,182,begginer,13,17.27,A CrossFit class,0 h 35 min,2022-12-23 14:30:00.530965,lauren_miller,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
675,Kickboxing,929,advanced,32,16.05,A Kickboxing class,0 h 50 min,2023-04-05 07:30:00.530965,michelle_kaufman_md,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
676,Personalized,651,all levels,32,17.83,A Personalized class,2 h ,2023-01-11 20:30:00.530965,rachel_acevedo,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
677,Zumba,960,all levels,13,12.02,A Zumba class,2 h ,2022-11-14 13:30:00.530965,paul_johnson,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
678,Body Pump,549,begginer,28,16.62,A Body Pump class,2 h ,2023-05-06 08:30:00.530965,ashlee_garcia,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
679,Stretching,436,intermediate,37,13.45,A Stretching class,2 h ,2022-06-04 17:30:00.530965,dustin_haney,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
680,Boxing,596,begginer,41,10.12,A Boxing class,1 h 50 min,2022-11-11 20:30:00.530965,terri_dunn,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
681,Body Pump,261,all levels,31,7.94,A Body Pump class,2 h ,2022-10-22 18:00:00.530965,daniel_gomez,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
682,Spinning,418,intermediate,31,11.93,A Spinning class,0 h 50 min,2023-02-08 01:30:00.530965,alicia_peters,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
683,Personalized,960,all levels,39,14.0,A Personalized class,2 h ,2022-07-13 12:00:00.530965,paul_johnson,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
684,Aerobics,16,begginer,9,12.62,A Aerobics class,0 h 50 min,2022-06-24 19:00:00.530965,kenneth_robinson,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
685,Yoga,386,intermediate,37,14.51,A Yoga class,2 h ,2022-06-15 17:30:00.530965,william_anderson,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
686,HIIT,10,all levels,15,21.85,A HIIT class,2 h ,2022-08-22 23:00:00.530965,nathan_wong,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
687,Body Combat,407,all levels,3,11.67,A Body Combat class,1 h 55 min,2022-12-31 13:00:00.530965,monica_doyle,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
688,Body Pump,3,advanced,23,13.04,A Body Pump class,1 h 50 min,2023-04-30 08:00:00.530965,troy_harris,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
689,Personalized,418,all levels,26,20.75,A Personalized class,0 h 5 min,2022-07-22 20:00:00.530965,alicia_peters,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
