id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description
1531,Body Combat,433,advanced,16,16.42,A Body Combat class,1 h 15 min,2024-03-15 19:00:00.562059,christopher_jordan,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1532,GAP,605,intermediate,49,16.94,A GAP class,2 h ,2023-08-23 22:30:00.562059,scott_smith,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1533,Aerobics,848,advanced,21,16.17,A Aerobics class,2 h ,2024-04-28 20:30:00.562059,yvette_gordon,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1534,Boxing,283,intermediate,10,16.57,A Boxing class,1 h 40 min,2024-02-22 14:30:00.562059,jesus_jackson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1535,Body Combat,486,advanced,50,16.32,A Body Combat class,1 h 25 min,2024-03-02 00:30:00.562059,holly_fernandez_phd,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1536,Personalized,923,all levels,15,14.14,A Personalized class,0 h 20 min,2024-02-19 18:00:00.562059,patricia_oneal,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1537,Barre,228,intermediate,38,9.95,A Barre class,1 h 35 min,2024-04-20 15:00:00.562059,rebecca_owen,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1538,Kickboxing,605,advanced,30,10.78,A Kickboxing class,0 h 40 min,2024-02-07 01:00:00.562059,scott_smith,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1539,Personalized,137,begginer,39,11.19,A Personalized class,2 h ,2023-09-04 18:00:00.562059,tiffany_castillo,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1540,Body Combat,551,intermediate,2,11.71,A Body Combat class,1 h 50 min,2023-08-20 21:00:00.562059,vanessa_foley,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1541,Pilates,283,intermediate,22,19.58,A Pilates class,2 h ,2024-04-09 01:00:00.562059,jesus_jackson,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1542,Body Combat,847,intermediate,19,14.92,A Body Combat class,2 h ,2023-11-11 08:30:00.562059,holly_green,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1543,Stretching,334,begginer,25,18.85,A Stretching class,0 h 55 min,2023-10-25 19:30:00.562059,timothy_perez,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1544,Boxing,549,begginer,16,18.39,A Boxing class,1 h 20 min,2023-09-28 17:30:00.562059,diana_fuller,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1545,Boxing,39,begginer,44,12.39,A Boxing class,0 h 20 min,2023-05-29 07:30:00.562059,michaela_strickland,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1546,GAP,283,advanced,47,16.73,A GAP class,1 h ,2024-05-17 00:30:00.562059,jesus_jackson,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1547,Boxing,83,begginer,36,13.07,A Boxing class,1 h 55 min,2024-03-28 11:30:00.562059,sean_bennett,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1548,Personalized,997,all levels,36,11.92,A Personalized class,1 h 45 min,2023-06-26 10:00:00.562059,shelby_carter,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1549,Total Body Conditioning,111,begginer,1,13.74,A Total Body Conditioning class,0 h 15 min,2023-09-20 08:00:00.562059,stephanie_lee,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1550,HIIT,818,advanced,46,14.07,A HIIT class,0 h 25 min,2023-12-21 23:00:00.562059,allison_williams,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1551,Yoga,605,advanced,37,15.63,A Yoga class,2 h ,2023-08-17 17:30:00.562059,scott_smith,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1552,Total Body Conditioning,753,begginer,12,13.98,A Total Body Conditioning class,0 h 25 min,2024-02-24 02:30:00.562059,dominic_khan,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1553,Stretching,584,advanced,34,17.14,A Stretching class,1 h 45 min,2023-08-07 23:00:00.562059,christine_lee,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1554,Personalized,382,intermediate,12,9.23,A Personalized class,0 h 20 min,2023-08-21 17:00:00.562059,laura_kelley,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1555,Aerobics,305,intermediate,44,13.53,A Aerobics class,0 h 50 min,2023-12-16 21:00:00.562059,anthony_young,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1556,Yoga,684,intermediate,48,14.4,A Yoga class,2 h ,2023-08-09 11:00:00.562059,robert_howe,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1557,HIIT,274,begginer,13,18.68,A HIIT class,2 h ,2023-10-17 08:00:00.562059,maria_tran,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1558,Body Pump,815,all levels,9,14.52,A Body Pump class,0 h 45 min,2023-06-27 14:30:00.562059,amber_day_phd,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
